,sr_no,title,no_of_rows,no_of_columns,no_of_numerical_columns,no_of_string_columns,column_types,percent_unique_values_total,percent_unique_values_numeric,percent_unique_values_string,percent_null_values_total,percent_null_values_numeric,percent_null_values_string,unique_values,null_values,column_headers,modified_date,available_formats
440,440,2015-16 Student Discipline Annual Report - D Code,1743,237,0,237,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",1.0770024038286963,0.0,1.0770024038286963,0.0,0.0,0.0,"[1743, 1706, 11, 36, 8, 1, 4, 1, 2, 1, 2, 2, 2, 1, 2, 1, 3, 1, 2, 2, 5, 2, 2, 2, 27, 5, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 17, 13, 4, 4, 3, 2, 2, 2, 1, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 4, 4, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 1, 2, 1, 2, 1, 23, 2, 12, 2, 4, 14, 2, 4, 2, 3, 4, 1, 8, 1, 20, 25, 2, 20, 4, 10, 1, 32, 48, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 8, 2, 2, 4, 3, 2, 3, 1, 2, 6, 1, 2, 2, 1, 1, 2, 3, 2, 13, 3, 2, 5, 3, 12, 55, 15, 4, 19, 7, 1, 2, 1, 4, 18, 11, 4, 5, 4, 2, 9, 6, 2, 3, 2, 1, 2, 2, 2, 7, 5, 2, 14, 11, 2, 2, 4, 5, 2, 2, 1, 6, 3, 1, 2, 2, 1, 4, 2, 7, 2, 5, 1, 6, 15, 2, 3, 1, 2, 3, 4, 1, 2, 15, 3, 2, 1, 1, 3, 1, 2, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DBN' 'LOCATION NAME' 'LOCATION CATEGORY' 'ADMINISTRATIVE DISTRICT'
 'A06 Disrupting the Educational Process R'
 'A06 Disrupting the Educational Process P'
 'A07 Verbally Rude or Disrespectful R'
 'A07 Verbally Rude or Disrespectful P'
 'A13 Profane, Obscene, Vulgar Language or Gestures R'
 'A13 Profane, Obscene, Vulgar Language or Gestures P'
 'A14 Lying to \\ Giving False Information R'
 'A15 Misusing Property Belonging to Others R'
 'A16 Disruptive Behavior on School Bus R'
 'A16 Disruptive Behavior on School Bus P'
 'A17 Leaving Class or School Premises w/o Permission R'
 'A17 Leaving Class or School Premises w/o Permission P'
 'A18 Inappropriate or Unwanted Physical Contact R'
 'A18 Inappropriate or Unwanted Physical Contact P'
 ""A19 Violating DOE's Internet Policy R""
 'A21 Inappropriate use of electronic technology R' 'A22 Insubordination R'
 'A22 Insubordination P' 'A23 Using Slurs (Bias) R'
 'A23 Using Slurs (Bias) P' 'A24 Minor Altercation R'
 'A24 Minor Altercation P' 'A26 Possession of Property w/o Authorization R'
 'A26 Possession of Property w/o Authorization P'
 'A26 Possession of Property w/o Authorization S'
 'A27 Tampering/Altering Records or Documents R'
 'A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) R'
 'A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) P'
 'A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) S'
 'A29 Gang Related Behavior R' 'A30 Vandalism / Graffiti R'
 'A30 Vandalism / Graffiti P' 'A30 Vandalism / Graffiti S'
 'A31 Posting/Distributing Unauthorized Libelous Material R'
 'A31 Posting/Distributing Unauthorized Libelous Material P'
 'A32 Posting/Distributing Literature or Material Containing Threats R'
 'A32 Posting/Distributing Literature or Material Containing Threats P'
 'A33 Altercation and/or Physically Aggressive Behavior R'
 'A33 Altercation and/or Physically Aggressive Behavior P'
 'A33 Altercation and/or Physically Aggressive Behavior S'
 'A34 Coercion/Threats R' 'A34 Coercion/Threats P' 'A34 Coercion/Threats S'
 'A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury R'
 'A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury P'
 'A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury S'
 'A36 Intimidating and Bullying Behavior R'
 'A36 Intimidating and Bullying Behavior P'
 'A36 Intimidating and Bullying Behavior S'
 'A37 Intimidating and Bullying Behavior R'
 'A37 Intimidating and Bullying Behavior P'
 'A37 Intimidating and Bullying Behavior S'
 'A38 Sexually Suggestive (Verbal/Physical) R'
 'A38 Sexually Suggestive (Verbal/Physical) P'
 'A38 Sexually Suggestive (Verbal/Physical) S'
 'A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol R'
 'A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol P'
 'A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol S'
 'A40 Taking Property Without Authorization R'
 'A40 Taking Property Without Authorization P'
 'A40 Taking Property Without Authorization S'
 'A41 False Activation of Fire/Disaster Alarm R'
 'A41 False Activation of Fire/Disaster Alarm P'
 'A41 False Activation of Fire/Disaster Alarm S' 'A42 Bomb Threat R'
 'A42 Bomb Threat P' 'A42 Bomb Threat S'
 'A43 Reckless Behavior with Substantial Risk of Serious Injury R'
 'A43 Reckless Behavior with Substantial Risk of Serious Injury P'
 'A43 Reckless Behavior with Substantial Risk of Serious Injury S'
 'A44 Reckless Behavior that causes Serious Injury R'
 'A44 Reckless Behavior that causes Serious Injury P'
 'A44 Reckless Behavior that causes Serious Injury S'
 'A45 Inciting/causing a riot P' 'A46 Weapon Possession (Category II) P'
 'A46 Weapon Possession (Category II) S'
 'A47 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol P'
 'A47 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol S'
 'A48 Starting a Fire R' 'A48 Starting a Fire P' 'A48 Starting a Fire S'
 'A49 Threatening/Using Force to Take Property S'
 'A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel R'
 'A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P'
 'A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S'
 'A51 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel R'
 'A51 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P'
 'A51 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S'
 'A52 Group Violence R' 'A52 Group Violence S'
 'A53 Threaten/Dangerous Behavior/Violence - Gang Related R'
 'A53 Threaten/Dangerous Behavior/Violence - Gang Related P'
 'A54 Engaging Physical Sexual Aggressive Behavior P'
 'A55 Selling/Distributing Illegal Drugs or Control Substance P'
 'A55 Selling/Distributing Illegal Drugs or Control Substance S'
 'A56 Weapon Possession (Category I) R'
 'A56 Weapon Possession (Category I) P'
 'A56 Weapon Possession (Category I) S'
 'A57 Using Weapon (Category II) to Attempt Injury R'
 'A57 Using Weapon (Category II) to Attempt Injury P'
 'A57 Using Weapon (Category II) to Attempt Injury S'
 'A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others R'
 'A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others P'
 'A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others S'
 'A59 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others P'
 'A59 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others S'
 'A60 Possessing or using a firearm S'
 'B07 Disrupting the Educational Process R'
 'B07 Disrupting the Educational Process P'
 'B08 Verbally Rude or Disrespectful R'
 'B08 Verbally Rude or Disrespectful P' 'B14 Gambling R'
 'B15 Profane, Obscene, Vulgar Language or Gestures R'
 'B15 Profane, Obscene, Vulgar Language or Gestures P'
 'B16 Lying to \\ Giving False Information R'
 'B17 Misusing Property Belonging to Others R'
 'B18 Disruptive Behavior on School Bus R'
 'B19 Inappropriate use of electronic technology R'
 'B19 Inappropriate use of electronic technology P'
 'B20 Leaving Class or School Premises w/o Permission R'
 'B20 Leaving Class or School Premises w/o Permission P'
 'B21 Insubordination R' 'B21 Insubordination P' 'B22 Trespassing R'
 'B22 Trespassing P' 'B23 Using Slurs (Bias) R' 'B23 Using Slurs (Bias) P'
 'B23 Using Slurs (Bias) S' 'B24 Minor Altercation R'
 'B24 Minor Altercation P' 'B24 Minor Altercation S'
 'B25 Bringing unauthorized visitors to school R'
 'B25 Bringing unauthorized visitors to school P'
 'B25 Bringing unauthorized visitors to school S'
 'B26 Gang Related Behavior R' 'B26 Gang Related Behavior P'
 'B26 Gang Related Behavior S'
 'B27 Tampering/Altering Records or Documents R'
 'B27 Tampering/Altering Records or Documents P'
 'B27 Tampering/Altering Records or Documents S'
 'B28 Vandalism / Graffiti R' 'B28 Vandalism / Graffiti P'
 'B28 Vandalism / Graffiti S'
 'B29 Possession of Property w/o Authorization R'
 'B29 Possession of Property w/o Authorization P'
 'B29 Possession of Property w/o Authorization S'
 ""B30 Violating DOE's Internet Policy R""
 ""B30 Violating DOE's Internet Policy P""
 ""B30 Violating DOE's Internet Policy S"" 'B31 Scholastic Dishonesty R'
 'B31 Scholastic Dishonesty P' 'B31 Scholastic Dishonesty S'
 'B32 Posting/Distributing Unauthorized Libelous Material R'
 'B32 Posting/Distributing Unauthorized Libelous Material P'
 'B32 Posting/Distributing Unauthorized Libelous Material S'
 'B33 Engaging in sexual conduct R' 'B33 Engaging in sexual conduct P'
 'B33 Engaging in sexual conduct S'
 'B34 Sexually Suggestive (Verbal/Physical) R'
 'B34 Sexually Suggestive (Verbal/Physical) P'
 'B34 Sexually Suggestive (Verbal/Physical) S'
 'B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) R'
 'B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) P'
 'B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) S'
 'B36 Altercation and/or Physically Aggressive Behavior R'
 'B36 Altercation and/or Physically Aggressive Behavior P'
 'B36 Altercation and/or Physically Aggressive Behavior S'
 'B37 Coercion/Threats R' 'B37 Coercion/Threats P' 'B37 Coercion/Threats S'
 'B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury R'
 'B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury P'
 'B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury S'
 'B39 Intimidating and Bullying Behavior R'
 'B39 Intimidating and Bullying Behavior P'
 'B39 Intimidating and Bullying Behavior S'
 'B40 Intimidating and Bullying Behavior R'
 'B40 Intimidating and Bullying Behavior P'
 'B40 Intimidating and Bullying Behavior S'
 'B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol R'
 'B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol P'
 'B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol S'
 'B42 False Activation of Fire/Disaster Alarm R'
 'B42 False Activation of Fire/Disaster Alarm P'
 'B42 False Activation of Fire/Disaster Alarm S' 'B43 Bomb Threat R'
 'B43 Bomb Threat P' 'B43 Bomb Threat S'
 'B44 Taking Property Without Authorization R'
 'B44 Taking Property Without Authorization P'
 'B44 Taking Property Without Authorization S'
 'B45 Reckless Behavior with Substantial Risk of Serious Injury R'
 'B45 Reckless Behavior with Substantial Risk of Serious Injury P'
 'B45 Reckless Behavior with Substantial Risk of Serious Injury S'
 'B46 Reckless Behavior that causes Serious Injury P'
 'B46 Reckless Behavior that causes Serious Injury S'
 'B47 Inciting/Causing Riot P' 'B47 Inciting/Causing Riot S'
 'B48 Weapon Possession (Category II) P'
 'B48 Weapon Possession (Category II) S'
 'B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol R'
 'B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol P'
 'B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol S'
 'B50 Starting a Fire R' 'B50 Starting a Fire P' 'B50 Starting a Fire S'
 'B51 Threatening/Using Force to Take Property P'
 'B51 Threatening/Using Force to Take Property S'
 'B52 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P'
 'B52 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S'
 'B53 Using Force Against/Inflicting to/Inflicting Serious Injury to Students P'
 'B53 Using Force Against/Inflicting to/Inflicting Serious Injury to Students S'
 'B54 Group Violence R' 'B54 Group Violence P' 'B54 Group Violence S'
 'B55 Threaten/Dangerous Behavior/Violence - Gang Related P'
 'B55 Threaten/Dangerous Behavior/Violence - Gang Related S'
 'B56 Engaging Physical Sexual Aggressive Behavior P'
 'B56 Engaging Physical Sexual Aggressive Behavior S'
 'B57 Selling/Distributing Illegal Drugs or Control Substance P'
 'B57 Selling/Distributing Illegal Drugs or Control Substance S'
 'B58 Weapon Possession (Category I) R'
 'B58 Weapon Possession (Category I) P'
 'B58 Weapon Possession (Category I) S'
 'B59 Using Weapon (Category II) to Attempt Injury P'
 'B59 Using Weapon (Category II) to Attempt Injury S'
 'B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others R'
 'B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others P'
 'B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others S'
 'B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" R'
 'B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" P'
 'B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" S'
 'B62 Possessing Firearm S']","March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
441,441,Public Works - Block Party Summary,412,6,1,5,"['S', 'N', 'S', 'S', 'S', 'S']",58.77831715210357,1.6990291262135921,70.19417475728156,0.8090614886731391,2.4271844660194173,0.48543689320388345,"[412, 7, 157, 304, 289, 284]","[0, 10, 1, 0, 1, 8]",['Permit No.' 'Division' 'Event Date' 'Address' 'From' 'To'],"June 28, 2016",['CSV']
442,442,Average Annual Wage,9,3,1,2,"['N', 'S', 'S']",62.96296296296296,100.0,44.44444444444444,44.44444444444444,0.0,66.66666666666666,"[9, 6, 2]","[0, 4, 8]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
443,443,Fire Safety Deficiencies,161261,21,3,18,"['S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S']",2.0680759762124756,1.8016342037649111,2.1124829382870693,0.3768808978996191,0.0,0.439694380882889,"[13637, 13411, 13620, 4924, 53, 8511, 1277, 1, 2, 18, 203, 202, 2, 11, 6, 1586, 3, 2, 2, 12563, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1398, 0, 0, 0, 11365, 0]","['Federal Provider Number' 'Provider Name' 'Provider Address'
 'Provider City' 'Provider State' 'Provider Zip Code' 'Survey Date'
 'Survey Type' 'Deficiency Prefix' 'Deficiency Category'
 'Deficiency Description' 'Deficiency Tag Number' 'Tag Version'
 'Scope Severity Code' 'Deficiency Corrected' 'Correction Date'
 'Inspection Cycle' 'Standard Deficiency' 'Complaint Deficiency' 'Location'
 'Processing Date']","June 7, 2019","['CSV', 'RDF', 'JSON', 'xsl']"
444,444,MCC Country Program Data - FY17Q4,54,10,2,8,"['S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'N']",53.70370370370371,5.555555555555555,65.74074074074075,2.7777777777777777,0.0,3.4722222222222223,"[47, 47, 2, 2, 1, 50, 50, 50, 36, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 15, 0]","['MCCCountryCode' 'MCC Program Name' 'FundCode' 'Program Type'
 'hierarchy_level' 'start_planned' 'end_planned' 'start_actual'
 'end_actual' 'IATI-status']","March 9, 2018","['CSV', 'CSV', 'CSV']"
445,445,Grand List October 1 2017,25369,12,5,7,"['S', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N']",29.778798270855507,13.84603255942292,41.15934520759307,13.869617774974706,12.683196026646696,14.717061880923287,"[25227, 1491, 1148, 2411, 8739, 8793, 122, 20182, 7618, 2236, 5070, 7618]","[0, 4, 16081, 18898, 8, 7166, 0, 63, 0, 3, 0, 0]","['Parcel ID' 'StNumFrom' 'StNumTo' 'Unit #' 'Owner Last Name'
 'Owner First Name' 'Prop Type' 'Book - Pg' 'Sale Date' 'Sale Price'
 '2017 GL Value' '2017 GL Asmt']","March 28, 2018","['CSV', 'RDF', 'JSON', 'XML']"
446,446,Loudoun Soils,38767,36,5,31,"['N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'S']",13.929301267114354,99.94789382722419,0.055334725161157186,3.9278825346872916,0.012381664818015323,4.559414933053304,"[38767, 38739, 38694, 107, 7, 18, 107, 73, 10, 9, 10, 5, 5, 13, 21, 5, 37, 11, 16, 11, 24, 5, 4, 4, 10, 10, 4, 6, 10, 6, 6, 1, 3, 38767, 38767, 107]","[0, 12, 12, 0, 1, 301, 0, 0, 0, 0, 2306, 0, 0, 2872, 0, 0, 0, 0, 2872, 28080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18362, 0, 0, 0]","['OBJECTID' 'SOILS_' 'SOILS_ID' 'SO_SOIL' 'SO_SLOPE' 'SO_UPD_DATE'
 'SL_SOIL' 'SL_SOIL_NAME' 'SL_SLOPE_PERC' 'SL_FLOOD_POTENTIAL'
 'SL_HGRP_NAME' 'SL_CWSD_POTENTIAL' 'SL_CWSD_POTENTIAL_DESC'
 'SL_CWSD_LIMITATIONS' 'SL_SOIL_DEPTH' 'SL_STDF_POTENTIAL'
 'SL_STDF_LIMITATIONS' 'SL_AG_POTENTIAL' 'SL_USDA_LANDUSE1'
 'SL_USDA_LANDUSE2' 'SL_ASSOCIATION_NAME' 'SL_HYDRIC' 'SL_KARST'
 'SL_LOW_BEARING_STRENGTH' 'SL_WATER_TABLE' 'SL_GWR_POTENTIAL'
 'SL_SLIPPAGE_POTENTIAL' 'SL_LID_INFILTRATION_POTENTIAL'
 'SL_SHRINK_SWELL_POTENTIAL' 'SL_ONISTE_SEWAGE_DISPOSAL' 'SL_ERODABILITY'
 'SL_UPD_DATE' 'SOIL_CLASS' 'SHAPE_Length' 'SHAPE_Area' 'agstype']","April 5, 2018","['HTML', 'Esri REST', 'GeoJSON', 'CSV', 'KML', 'ZIP']"
447,447,Loudoun Zipcodes,36,7,4,3,"['N', 'S', 'N', 'S', 'S', 'N', 'N']",71.82539682539682,91.66666666666666,45.370370370370374,0.7936507936507936,0.0,1.8518518518518516,"[36, 19, 24, 18, 12, 36, 36]","[0, 0, 0, 2, 0, 0, 0]","['OBJECTID' 'ZI_TOWN' 'ZI_ZIP' 'ZI_PHONE' 'ZI_UPD_DATE' 'SHAPE_Length'
 'SHAPE_Area']","April 5, 2018","['HTML', 'Esri REST', 'GeoJSON', 'CSV', 'KML', 'ZIP']"
448,448,Loudoun 2010 Census Block Groups,163,11,10,1,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N']",65.3095370886782,71.77914110429448,0.6134969325153374,0.0,0.0,0.0,"[163, 1, 65, 4, 163, 157, 145, 146, 1, 163, 163]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['OBJECTID' 'GR_FIPSSTCO' 'GR_TRACT2010' 'GR_BLOCKGROUP2010' 'GR_GEOID2010'
 'GR_POP2010' 'GR_HUNITS2010' 'GR_HHLDS2010' 'GR_UPD_DATE' 'SHAPE_Length'
 'SHAPE_Area']","April 5, 2018","['HTML', 'Esri REST', 'GeoJSON', 'CSV', 'KML', 'ZIP']"
449,449,Loudoun Drainfields,18162,12,6,6,"['N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'N', 'N', 'S', 'S']",45.25061483683882,64.24769665602173,26.25353301765591,4.771868002789708,3.1824688910912897,6.361267114488125,"[18162, 18162, 18162, 14695, 18162, 10429, 1, 2, 81, 750, 5, 10]","[0, 0, 0, 3468, 0, 3467, 0, 0, 0, 0, 3462, 3]","['X' 'Y' 'OBJECTID' 'WELLPOLL_ID' 'WE_SITE_ID' 'WE_OLD_ID' 'WE_TYPE_HP'
 'WE_ID_CODE' 'WE_ID_YEAR' 'WE_ID_SEQ' 'WE_UPD_DATE' 'WE_SYSTYPE']","April 5, 2018","['HTML', 'Esri REST', 'GeoJSON', 'CSV', 'KML', 'ZIP']"
450,450,Comments on Legislation,114,26,9,17,"['S', 'N', 'S', 'N', 'S', 'N', 'S', 'S', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N']",25.607287449392715,0.8771929824561403,38.69969040247678,48.95411605937922,100.0,21.929824561403507,"[4, 1, 89, 1, 98, 1, 84, 8, 1, 1, 57, 26, 60, 1, 100, 19, 23, 8, 6, 64, 3, 100, 1, 1, 1, 1]","[0, 114, 0, 114, 0, 114, 24, 106, 114, 114, 0, 0, 0, 0, 0, 84, 83, 0, 108, 20, 0, 0, 114, 114, 114, 114]","['Prefix' 'Name (Prefix)' 'Name (First)' 'Name (Middle)' 'Name (Last)'
 'Name (Suffix)' 'Street Address' 'Street Address Line 2'
 'Address (continued) (Street Address)'
 'Address (continued) (Address Line 2)' 'Address (continued) (City)'
 'Address (continued) (State / Province)'
 'Address (continued) (ZIP / Postal Code)' 'Address (continued) (Country)'
 'Email' 'Organization Affiliation' 'Position in Organization' 'Topic'
 'Other' 'Bill Number' 'Position' 'Message' 'Created By (User Id)'
 'Entry Id' 'Entry Date' 'Source Url']","February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
451,451,Allegheny County Older Housing,393,2,2,0,"['N', 'N']",99.87277353689568,99.87277353689568,0.0,0.0,0.0,0.0,"[393, 392]","[0, 0]",['TRACT' 'Pre1950'],"April 11, 2018","['CSV', 'CSV', 'ZIP', 'HTML']"
452,452,Golden Eagle Range,3,5,3,2,"['N', 'S', 'S', 'N', 'N']",80.0,100.0,50.0,0.0,0.0,0.0,"[3, 1, 2, 3, 3]","[0, 0, 0, 0, 0]",['OBJECTID' 'SPECIES' 'RANGE' 'SHAPE.AREA' 'SHAPE.LEN'],"February 27, 2019","['data', 'rest', 'CSV', 'XML']"
453,453,Allegheny County Illegal Dump Sites,884,9,1,8,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N']",38.574660633484164,0.22624434389140274,43.36821266968326,20.374560080442432,99.8868778280543,10.435520361990951,"[883, 6, 73, 152, 33, 174, 873, 873, 2]","[0, 0, 0, 0, 47, 685, 3, 3, 883]","['site_name' 'Status' 'City' 'Neighborhood' 'estimated_tons'
 'location_description' 'latitude' 'longitude' 'Unnamed: 8']","April 4, 2018","['CSV', 'CSV', 'HTML']"
454,454,Allegheny County Clean Indoor Air Act Exemptions,462,13,4,9,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'S']",52.713952713952715,77.27272727272727,41.7989417989418,3.463203463203463,1.893939393939394,4.16065416065416,"[1, 4, 2, 448, 321, 462, 69, 1, 85, 458, 457, 428, 430]","[0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 35, 33]","['Shape' 'Bus_Type' 'Status' 'Establishm' 'Trade_Name' 'Bus_Physic'
 'Bus_Phys_1' 'Bus_Phys_2' 'Bus_Phys_3' 'Latitude_A' 'Longitude_'
 'DE_LID_Num' 'License_Nu']","April 4, 2018","['CSV', 'CSV', 'ZIP', 'application/vnd.geo+json', 'HTML']"
455,455,Land In Farms 2007,4,3,1,2,"['S', 'S', 'N']",75.0,100.0,62.5,0.0,0.0,0.0,"[1, 4, 4]","[0, 0, 0]",['Date & Time ' 'Type of Land' 'Percent Land Use'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
